Remuneracao Liquida	Descontos Legais	Indenizacoes	Remuneracao Bruta	Matricula	Redutor
     7525.09	     2707.89	     1014.08	     9218.90	008834	        0.00
     8818.98	     2763.21	        0.00	    11582.19	008842	        0.00
     2899.53	     1249.91	      411.21	     3738.23	008851	        0.00
    10277.91	     4453.47	     1459.87	    13271.51	008869	        0.00
     5886.89	      528.16	        0.00	     6415.05	008893	        0.00
     6545.33	     2309.22	      877.48	     7977.07	008915	        0.00
     8470.51	         .00	        0.00	     8470.51	008958	        0.00
     9483.56	     4079.22	     1344.06	    12218.72	008982	        0.00
     9363.86	        4.49	        0.00	     9368.35	009008	        0.00
     6484.20	     1560.39	        0.00	     8044.59	009024	        0.00
     6978.95	     1913.19	        0.00	     8892.14	009032	        0.00
     6631.24	     1722.03	        0.00	     8353.27	009067	        0.00
     7420.53	     2565.72	      989.63	     8996.62	009075	        0.00
     7883.42	     1902.31	        0.00	     9785.73	009105	        0.00
     6555.53	     1599.60	        0.00	     8155.13	009113	        0.00
     3509.36	     3232.74	        0.00	     6742.10	009130	        0.00
     9078.89	     2256.25	        0.00	    11335.14	009148	        0.00
     8371.51	     2948.89	        0.00	    11320.40	009172	        0.00
     9085.01	     3293.14	        0.00	    12378.15	009181	        0.00
     5897.92	     1318.86	        0.00	     7216.78	009199	        0.00
     5742.32	     1456.45	        0.00	     7198.77	009202	        0.00
     4536.48	         .00	        0.00	     4536.48	009211	        0.00
     9308.95	     2382.74	        0.00	    11691.69	009229	        0.00
     4608.51	       66.10	        0.00	     4674.61	009245	        0.00
     6602.82	     1051.38	        0.00	     7654.20	009253	        0.00
     1416.31	     2762.50	        0.00	     4178.81	009261	        0.00
     5049.39	      344.95	        0.00	     5394.34	009288	        0.00
     8242.24	     3366.12	     1150.38	    10457.98	009342	        0.00
     8045.96	     1607.56	        0.00	     9653.52	009351	        0.00
    13045.38	     5248.44	        0.00	    18293.82	009369	        0.00
     3358.84	      175.33	        0.00	     3534.17	009377	        0.00
     5900.67	      726.52	        0.00	     6627.19	009385	        0.00
     5282.45	      277.36	        0.00	     5559.81	009393	        0.00
     9276.47	     2364.88	        0.00	    11641.35	009423	        0.00
     7437.69	     2821.85	     1016.71	     9242.83	009440	        0.00
     6616.36	     1713.85	        0.00	     8330.21	009466	        0.00
     4084.62	      365.04	        0.00	     4449.66	009474	        0.00
     6129.54	      637.30	        0.00	     6766.84	009491	        0.00
     4476.99	     3162.30	        0.00	     7639.29	009504	        0.00
     8124.41	     2046.74	        0.00	    10171.15	009512	        0.00
     2399.89	       48.98	        0.00	     2448.87	009521	        0.00
     3483.68	         .00	        0.00	     3483.68	009547	        0.00
     7539.42	     2533.56	        0.00	    10072.98	009555	        0.00
     7344.03	     2416.45	        0.00	     9760.48	009580	        0.00
     2210.34	       45.11	        0.00	     2255.45	009610	        0.00
     7508.68	     2204.43	        0.00	     9713.11	009644	        0.00
     6191.68	      668.90	        0.00	     6860.58	009695	        0.00
     6811.48	     1821.12	        0.00	     8632.60	009709	        0.00
     7853.09	         .00	        0.00	     7853.09	009725	        0.00
     8359.91	     2672.42	        0.00	    11032.33	009741	        0.00
         .00	     2388.87	        0.00	     2388.87	009750	        0.00
     6608.25	     1054.65	        0.00	     7662.90	009768	        0.00
     6992.56	         .00	        0.00	     6992.56	009792	        0.00
    13524.70	     6120.88	        0.00	    19645.58	009806	        0.00
     8840.14	     3414.79	     1007.97	    11246.96	009814	        0.00
     5609.39	      403.34	        0.00	     6012.73	009822	        0.00
    10832.70	     3951.14	        0.00	    14783.84	009831	        0.00
    12846.11	     4327.43	        0.00	    17173.54	009857	        0.00
     8910.72	     3355.46	        0.00	    12266.18	009881	        0.00
     5481.89	     1616.22	      703.42	     6394.69	009890	        0.00
     5633.20	     1873.78	        0.00	     7506.98	009903	        0.00
     4006.95	         .00	        0.00	     4006.95	009938	        0.00
     7071.25	     1071.68	        0.00	     8142.93	009971	        0.00
     6715.78	      957.05	        0.00	     7672.83	010006	        0.00
     2275.25	       46.43	        0.00	     2321.68	010022	        0.00
    10259.24	      115.16	        0.00	    10374.40	010073	        0.00
     7384.38	     2791.22	     1008.39	     9167.21	010090	        0.00
     4783.02	      249.65	        0.00	     5032.67	010146	        0.00
    11273.79	     3382.17	        0.00	    14655.96	010162	        0.00
    12540.60	     4159.45	        0.00	    16700.05	010171	        0.00
    14005.15	     4964.64	        0.00	    18969.79	010189	        0.00
     5739.04	      399.81	        0.00	     6138.85	010197	        0.00
     3483.68	         .00	        0.00	     3483.68	010219	        0.00
     8512.79	     2279.54	        0.00	    10792.33	010227	        0.00
    11487.69	      537.21	        0.00	    12024.90	010243	        0.00
     4401.18	     1159.55	      551.06	     5009.67	010251	        0.00
     7113.46	     1440.84	        0.00	     8554.30	010260	        0.00
     2082.51	       42.50	        0.00	     2125.01	010278	        0.00
     4338.93	      139.89	        0.00	     4478.82	010286	        0.00
     4662.26	      809.10	        0.00	     5471.36	010294	        0.00
     5859.76	      706.34	        0.00	     6566.10	010316	        0.00
     6748.46	     1786.47	        0.00	     8534.93	010332	        0.00
     7155.87	     2010.46	        0.00	     9166.33	010359	        0.00
     5473.52	      342.22	        0.00	     5815.74	010375	        0.00
     3187.19	      145.03	        0.00	     3332.22	010405	        0.00
     3384.15	         .00	        0.00	     3384.15	010456	        0.00
    10357.51	     2382.89	     3410.57	     9329.83	010464	        0.00
     5346.05	      453.04	        0.00	     5799.09	010472	        0.00
    13031.37	     6117.33	     1897.62	    17251.08	010537	        0.00
     5967.22	         .00	        0.00	     5967.22	010596	        0.00
    10851.53	     4306.17	     1168.15	    13989.55	010634	        0.00
     3869.00	     3095.13	        0.00	     6964.13	010669	        0.00
     5438.82	     1274.54	        0.00	     6713.36	010685	        0.00
     6366.53	      765.04	        0.00	     7131.57	010693	        0.00
     6686.11	     1752.19	        0.00	     8438.30	010723	        0.00
     7740.88	     2332.10	        0.00	    10072.98	010731	        0.00
     3909.93	       79.79	        0.00	     3989.72	010740	        0.00
    11792.27	      304.64	        0.00	    12096.91	010766	        0.00
     8793.78	     3201.99	        0.00	    11995.77	010812	        0.00
     5093.09	      321.98	        0.00	     5415.07	010855	        0.00
     5167.31	      202.70	        0.00	     5370.01	010880	        0.00
    10843.69	     3226.52	        0.00	    14070.21	010901	        0.00
     3047.59	       62.20	        0.00	     3109.79	010944	        0.00
     5593.97	      396.41	        0.00	     5990.38	010961	        0.00
     9041.17	     3433.65	        0.00	    12474.82	010979	        0.00
    15025.80	     7180.97	     2200.67	    20006.10	010995	        0.00
     6733.30	      966.67	        0.00	     7699.97	011002	        0.00
    11514.19	      270.26	        0.00	    11784.45	011011	        0.00
     9237.78	      201.02	        0.00	     9438.80	011029	        0.00
     7324.83	     2103.35	        0.00	     9428.18	011061	        0.00
     5795.06	      486.86	        0.00	     6281.92	011088	        0.00
    14111.40	     6737.77	     2066.13	    18783.04	011096	        0.00
     6061.84	      810.54	        0.00	     6872.38	011100	        0.00
     5247.59	     1159.91	        0.00	     6407.50	011126	        0.00
     8559.66	     2307.64	        0.00	    10867.30	011142	        0.00
     4678.25	       82.88	        0.00	     4761.13	011185	        0.00
     6616.36	     1713.85	        0.00	     8330.21	011193	        0.00
     7044.42	     1949.19	        0.00	     8993.61	011207	        0.00
     4713.51	      667.69	        0.00	     5381.20	011215	        0.00
     7469.38	     2182.82	        0.00	     9652.20	011223	        0.00
     6038.74	      796.69	        0.00	     6835.43	011231	        0.00
    18600.30	     1146.08	        0.00	    19746.38	011266	        0.00
     2701.18	       55.13	        0.00	     2756.31	011282	        0.00
     5626.63	         .00	        0.00	     5626.63	011304	        0.00
     4968.90	      992.89	        0.00	     5961.79	011339	        0.00
     5105.33	      364.97	        0.00	     5470.30	011355	        0.00
     5652.04	      603.92	        0.00	     6255.96	011363	        0.00
     5194.93	      397.02	        0.00	     5591.95	011371	        0.00
     7502.50	     2201.04	        0.00	     9703.54	011380	        0.00
     4361.72	       44.90	        0.00	     4406.62	011398	        0.00
     4662.79	      558.99	        0.00	     5221.78	011410	        0.00
     7044.42	     1949.19	        0.00	     8993.61	011428	        0.00
     6815.88	     1179.08	        0.00	     7994.96	011452	        0.00
     3067.31	         .00	        0.00	     3067.31	011479	        0.00
     8205.05	     2587.28	        0.00	    10792.33	011487	        0.00
     4348.48	      140.89	        0.00	     4489.37	011525	        0.00
    12982.98	     6089.53	     1890.07	    17182.44	011541	        0.00
     8797.05	     2912.76	        0.00	    11709.81	011584	        0.00
     4939.16	      305.51	        0.00	     5244.67	011592	        0.00
     2670.29	      122.52	        0.00	     2792.81	011606	        0.00
     3340.82	      222.54	        0.00	     3563.36	011614	        0.00
     8915.11	     2520.67	        0.00	    11435.78	011622	        0.00
     3783.49	      385.20	        0.00	     4168.69	011631	        0.00
     9896.99	     3436.69	        0.00	    13333.68	011657	        0.00
     2947.86	         .00	        0.00	     2947.86	011665	        0.00
     5677.96	      553.01	        0.00	     6230.97	011673	        0.00
     5886.89	      528.16	        0.00	     6415.05	011711	        0.00
     4182.52	      393.47	        0.00	     4575.99	011720	        0.00
     8512.79	     2279.54	        0.00	    10792.33	011738	        0.00
    16936.17	     8360.52	     2506.88	    22789.81	011754	        0.00
     4224.45	      546.68	        0.00	     4771.13	011789	        0.00
     9454.53	       15.70	        0.00	     9470.23	011797	        0.00
     8130.76	     2887.99	        0.00	    11018.75	011801	        0.00
     8122.63	     2541.97	        0.00	    10664.60	011835	        0.00
     2884.90	       58.88	        0.00	     2943.78	011851	        0.00
     4526.92	     1336.56	        0.00	     5863.48	011886	        0.00
     7515.03	     2046.33	        0.00	     9561.36	011894	        0.00
     4976.65	      731.55	        0.00	     5708.20	011908	        0.00
     7044.42	     1949.19	        0.00	     8993.61	011932	        0.00
     6680.21	      937.50	        0.00	     7617.71	011941	        0.00
     5553.15	     1129.31	        0.00	     6682.46	011967	        0.00
     6523.74	     1662.92	        0.00	     8186.66	011983	        0.00
     6637.71	     1725.59	        0.00	     8363.30	012009	        0.00
     3189.99	         .00	        0.00	     3189.99	012017	        0.00
    13278.01	     6012.75	     1911.70	    17379.06	012033	        0.00
    11454.59	     4373.85	        0.00	    15828.44	012076	        0.00
     2624.44	         .00	        0.00	     2624.44	012084	        0.00
     7764.58	     1452.86	        0.00	     9217.44	012092	        0.00
     6973.36	     1356.85	        0.00	     8330.21	012106	        0.00
     6756.50	     1790.89	        0.00	     8547.39	012114	        0.00
     3109.79	         .00	        0.00	     3109.79	012131	        0.00
     8512.90	     1945.08	        0.00	    10457.98	012165	        0.00
     6222.44	     1660.83	        0.00	     7883.27	012173	        0.00
     5240.19	      876.45	        0.00	     6116.64	012190	        0.00
    11881.33	     4608.45	        0.00	    16489.78	012254	        0.00
     7219.45	     1964.61	        0.00	     9184.06	012262	        0.00
